sample;EHI02000;EHI00416;EHI02025;EHI00142;EHI00392;EHI02068;EHI01508;EHI01482;EHI01523;EHI00408;EHI01467;EHI01527;EHI01507;EHI01499;EHI01473;EHI01463;EHI02001;EHI01526;EHI02008;EHI00276;EHI00414;EHI00402;EHI02036;EHI01494;EHI00385;EHI00375;EHI02032;EHI00382;EHI00144;EHI01550;EHI00161;EHI00376;EHI01464;EHI02002;EHI01529;EHI01549;EHI01480;EHI02019;EHI02003;EHI00380;EHI00393;EHI02029;EHI01458;EHI01461;EHI01996;EHI02039;EHI00374;EHI01472;EHI00410;EHI01770;EHI02037;EHI02028;EHI01496;EHI02020;EHI01771;EHI02235;EHI01478;EHI01728;EHI01517;EHI01518;EHI02011;EHI02274;EHI01501;EHI01522;EHI02263;EHI01831;EHI01485;EHI01559;EHI02297;EHI01521;EHI02291;EHI02007;EHI02009;EHI02292;EHI01493;EHI01530;EHI00383;EHI01528;EHI01504;EHI02012;EHI02015;EHI01483;EHI02255;EHI01997;EHI02300;EHI00368;EHI02304;EHI02301;EHI02306;EHI02242;EHI00361;EHI02035;EHI02017;EHI02038;EHI00389;EHI00411;EHI00405;EHI02303;EHI02241;EHI02305;EHI02302;EHI02023
EHI02000;0.00000;0.04615;0.03558;0.05698;0.04055;0.03488;0.04351;0.04482;0.04266;0.04247;0.04278;0.06153;0.04399;0.04052;0.05953;0.04085;0.03739;0.05022;0.05230;0.04903;0.05290;0.07390;0.04235;0.04356;0.04954;0.04275;0.03317;0.04675;0.03965;0.04802;0.06033;0.05009;0.05158;0.03163;0.04343;0.04576;0.04046;0.03141;0.03211;0.03955;0.04062;0.03517;0.08295;0.08101;0.06166;0.10529;0.09354;0.08046;0.07021;0.10512;0.08036;0.06930;0.07381;0.07488;0.09854;0.08443;0.08407;0.07586;0.07443;0.07909;0.07789;0.06952;0.07737;0.07875;0.08504;0.08579;0.07449;0.08273;0.09486;0.07504;0.07763;0.06592;0.06377;0.07105;0.08189;0.07839;0.08641;0.08124;0.07777;0.06863;0.07720;0.07460;0.06995;0.06414;0.07324;0.07759;0.07515;0.08354;0.08566;0.08294;0.08507;0.07468;0.06751;0.10185;0.11702;0.13391;0.07065;0.08984;0.07469;0.07829;0.07988;0.06168
EHI00416;0.04615;0.00000;0.05491;0.06198;0.05842;0.04846;0.06140;0.05508;0.05971;0.05279;0.05784;0.06462;0.06027;0.05594;0.06161;0.05471;0.04400;0.05964;0.05505;0.05569;0.05845;0.07479;0.05413;0.06203;0.05799;0.05443;0.05016;0.06851;0.05633;0.06424;0.06276;0.05650;0.05731;0.04322;0.06023;0.05785;0.05670;0.04698;0.04760;0.05518;0.05340;0.04865;0.10418;0.10235;0.07972;0.10894;0.09611;0.10128;0.08785;0.10544;0.08739;0.07663;0.08555;0.09793;0.10304;0.10670;0.10550;0.08706;0.09178;0.10314;0.09855;0.08804;0.09793;0.10146;0.08801;0.09816;0.09377;0.09078;0.09957;0.09550;0.09989;0.08658;0.07697;0.09158;0.10186;0.10062;0.10954;0.10382;0.09709;0.09096;0.08456;0.09276;0.09217;0.08190;0.09417;0.09338;0.09015;0.10688;0.09339;0.10578;0.10881;0.09615;0.08905;0.10701;0.11499;0.13443;0.08568;0.09556;0.09791;0.09838;0.10227;0.07618
EHI02025;0.03558;0.05491;0.00000;0.06862;0.02527;0.02929;0.02379;0.04898;0.02961;0.04754;0.03407;0.07638;0.02858;0.03173;0.07462;0.03759;0.04752;0.05739;0.07160;0.06027;0.06752;0.09735;0.04211;0.02496;0.05879;0.04453;0.02122;0.01811;0.02569;0.02954;0.07928;0.06105;0.06117;0.03137;0.03366;0.04405;0.03093;0.02243;0.02501;0.03149;0.03332;0.03284;0.05479;0.05455;0.05083;0.12595;0.11176;0.05483;0.06365;0.11930;0.09020;0.07484;0.07824;0.04946;0.11374;0.05278;0.05482;0.08453;0.06565;0.05543;0.05023;0.05147;0.05658;0.05583;0.10001;0.07998;0.05603;0.09255;0.11162;0.05609;0.05164;0.04851;0.06555;0.05161;0.05452;0.05627;0.05512;0.05617;0.05558;0.04832;0.08475;0.05915;0.04895;0.05426;0.05609;0.07422;0.07235;0.05438;0.09408;0.05388;0.05507;0.04949;0.05123;0.11646;0.13967;0.15509;0.06514;0.10708;0.04987;0.05362;0.05480;0.06111
EHI00142;0.05698;0.06198;0.06862;0.00000;0.07208;0.06375;0.07597;0.06761;0.07260;0.06448;0.07154;0.06926;0.07018;0.07089;0.06996;0.06888;0.05485;0.06885;0.05845;0.06425;0.06551;0.07894;0.06584;0.07560;0.06784;0.06582;0.06471;0.08322;0.07122;0.07488;0.06936;0.06427;0.06719;0.05309;0.07408;0.06890;0.06949;0.06003;0.06252;0.06763;0.06510;0.05839;0.12293;0.11923;0.09369;0.11212;0.10226;0.11934;0.10153;0.11029;0.09705;0.08913;0.09734;0.11354;0.10654;0.12160;0.12304;0.10012;0.10566;0.11814;0.11573;0.10552;0.11649;0.11681;0.09431;0.10280;0.11126;0.10017;0.10110;0.11041;0.11383;0.10132;0.09101;0.10660;0.12109;0.11764;0.12329;0.11729;0.11493;0.10642;0.08847;0.11019;0.10899;0.09836;0.10925;0.10715;0.10080;0.12142;0.09912;0.12231;0.12372;0.11300;0.10177;0.10995;0.11928;0.13489;0.10046;0.10399;0.11497;0.11196;0.11448;0.08959
EHI00392;0.04055;0.05842;0.02527;0.07208;0.00000;0.03526;0.03356;0.05203;0.03708;0.04992;0.03966;0.07841;0.03836;0.03897;0.07636;0.04283;0.05019;0.06044;0.07273;0.06227;0.06825;0.09522;0.04600;0.03423;0.06163;0.04889;0.02893;0.03078;0.03383;0.03905;0.07856;0.06238;0.06238;0.03647;0.04010;0.04948;0.03765;0.02953;0.03079;0.03777;0.03958;0.03793;0.06529;0.06603;0.05905;0.12728;0.11248;0.06452;0.06917;0.12347;0.09184;0.07766;0.08111;0.05992;0.11408;0.06480;0.06522;0.08634;0.07162;0.06550;0.06177;0.05993;0.06538;0.06551;0.10402;0.08636;0.06522;0.09546;0.11363;0.06509;0.06282;0.05804;0.06812;0.06060;0.06530;0.06579;0.06721;0.06761;0.06474;0.05810;0.08808;0.06652;0.05870;0.06095;0.06366;0.07855;0.07785;0.06707;0.09791;0.06444;0.06697;0.06106;0.05964;0.11848;0.13620;0.15484;0.07003;0.10607;0.06048;0.06466;0.06565;0.06526
EHI02068;0.03488;0.04846;0.02929;0.06375;0.03526;0.00000;0.03639;0.04484;0.03653;0.04211;0.03837;0.06727;0.03996;0.03584;0.06394;0.03801;0.03941;0.05283;0.06023;0.05302;0.05729;0.08255;0.04074;0.03660;0.05230;0.04348;0.02830;0.03896;0.03410;0.04284;0.06625;0.05362;0.05337;0.03159;0.03873;0.04526;0.03618;0.02712;0.02774;0.03595;0.03835;0.03501;0.07446;0.07341;0.05902;0.11604;0.10152;0.07296;0.06705;0.11254;0.08423;0.07121;0.07599;0.06837;0.10614;0.07603;0.07542;0.07941;0.07058;0.07465;0.07113;0.06334;0.07083;0.07350;0.09228;0.08675;0.06980;0.08779;0.10349;0.06921;0.07354;0.06137;0.06378;0.06533;0.07413;0.07362;0.07844;0.07779;0.07144;0.06329;0.08398;0.06973;0.06451;0.06081;0.06894;0.07700;0.07574;0.07797;0.09286;0.07462;0.07909;0.06892;0.06452;0.10801;0.12402;0.14524;0.06897;0.09679;0.06836;0.07388;0.07603;0.06094
EHI01508;0.04351;0.06140;0.02379;0.07597;0.03356;0.03639;0.00000;0.05431;0.03673;0.05144;0.03962;0.08254;0.03754;0.03842;0.07993;0.04302;0.05195;0.06324;0.07824;0.06600;0.07228;0.10138;0.04796;0.03238;0.06530;0.05135;0.02873;0.02756;0.03255;0.03928;0.08287;0.06709;0.06683;0.03852;0.03999;0.05057;0.03823;0.02959;0.03058;0.03827;0.04176;0.04109;0.06369;0.06395;0.05833;0.13182;0.11878;0.06339;0.07051;0.12888;0.09576;0.08121;0.08414;0.05734;0.11911;0.06279;0.06315;0.08945;0.07223;0.06478;0.05877;0.05880;0.06469;0.06498;0.10714;0.08958;0.06392;0.09804;0.11913;0.06377;0.06134;0.05612;0.07025;0.05889;0.06369;0.06399;0.06413;0.06604;0.06322;0.05620;0.09268;0.06681;0.05697;0.06138;0.06421;0.08108;0.07980;0.06347;0.10323;0.06179;0.06421;0.05928;0.05745;0.12375;0.14312;0.15876;0.07232;0.10913;0.05881;0.06254;0.06436;0.06703
EHI01482;0.04482;0.05508;0.04898;0.06761;0.05203;0.04484;0.05431;0.00000;0.05313;0.05198;0.05270;0.06906;0.05569;0.05068;0.06515;0.05022;0.04586;0.06024;0.06127;0.05788;0.06092;0.08156;0.05141;0.05441;0.05851;0.05360;0.04412;0.06045;0.05011;0.06069;0.06848;0.06016;0.05952;0.04221;0.05491;0.05597;0.05146;0.04182;0.04326;0.05098;0.05164;0.04607;0.09602;0.09354;0.07319;0.11506;0.10180;0.09376;0.08097;0.11270;0.08888;0.07927;0.08455;0.08836;0.10873;0.09951;0.09581;0.08617;0.08478;0.09406;0.09256;0.08126;0.08985;0.09367;0.09411;0.09833;0.08771;0.09234;0.10270;0.08942;0.09275;0.07875;0.07402;0.08524;0.09483;0.09393;0.10070;0.09802;0.08918;0.08218;0.08826;0.08567;0.08367;0.07605;0.08671;0.08978;0.08822;0.10030;0.09700;0.09649;0.10047;0.08961;0.08219;0.11010;0.12375;0.14049;0.08217;0.09999;0.09022;0.09164;0.09558;0.07218
EHI01523;0.04266;0.05971;0.02961;0.07260;0.03708;0.03653;0.03673;0.05313;0.00000;0.04999;0.04164;0.07874;0.04176;0.03948;0.07597;0.04256;0.05028;0.06109;0.07276;0.06260;0.06796;0.09751;0.04765;0.03624;0.06233;0.05170;0.03125;0.03576;0.03527;0.04419;0.07883;0.06484;0.06313;0.03857;0.04195;0.05085;0.03957;0.03112;0.03206;0.03994;0.04334;0.04100;0.07063;0.06927;0.06083;0.12796;0.11379;0.06946;0.07053;0.12425;0.09319;0.07914;0.08286;0.06447;0.11760;0.07141;0.07041;0.08516;0.07342;0.07177;0.06734;0.06364;0.06987;0.07032;0.10602;0.09212;0.06824;0.09643;0.11435;0.06949;0.06951;0.06112;0.06923;0.06425;0.07030;0.07067;0.07361;0.07443;0.06999;0.06097;0.09222;0.06970;0.06213;0.06411;0.06844;0.08154;0.08120;0.07360;0.10107;0.07048;0.07400;0.06649;0.06422;0.12100;0.13718;0.15465;0.07298;0.10691;0.06494;0.07022;0.07309;0.06682
EHI00408;0.04247;0.05279;0.04754;0.06448;0.04992;0.04211;0.05144;0.05198;0.04999;0.00000;0.04986;0.06715;0.05343;0.04784;0.06391;0.04804;0.04341;0.05783;0.05888;0.05603;0.05841;0.07979;0.04914;0.05217;0.05492;0.05082;0.04163;0.05739;0.04796;0.05774;0.06543;0.05756;0.05733;0.03856;0.05155;0.05295;0.04900;0.03915;0.04033;0.04793;0.04870;0.04352;0.09241;0.09007;0.07052;0.11247;0.09947;0.08950;0.07843;0.11079;0.08742;0.07521;0.08186;0.08482;0.10565;0.09541;0.09499;0.08399;0.08224;0.09090;0.08865;0.07857;0.08751;0.09107;0.09132;0.09423;0.08353;0.09071;0.10107;0.08525;0.09067;0.07613;0.07237;0.08098;0.09036;0.09012;0.09820;0.09364;0.08675;0.07824;0.08561;0.08293;0.07940;0.07405;0.08373;0.08716;0.08448;0.09663;0.09509;0.09494;0.09806;0.08509;0.07760;0.10809;0.11936;0.14275;0.07883;0.09623;0.08532;0.08817;0.09227;0.07015
EHI01467;0.04278;0.05784;0.03407;0.07154;0.03966;0.03837;0.03962;0.05270;0.04164;0.04986;0.00000;0.07568;0.04461;0.04132;0.07372;0.04460;0.04820;0.06083;0.06979;0.06163;0.06697;0.09327;0.04838;0.04063;0.06071;0.05176;0.03378;0.04152;0.03836;0.04748;0.07661;0.06290;0.06131;0.03857;0.04408;0.05208;0.04160;0.03258;0.03459;0.04185;0.04498;0.04151;0.07562;0.07538;0.06396;0.12343;0.10999;0.07454;0.07355;0.12188;0.09198;0.08003;0.08258;0.07080;0.11440;0.07757;0.07606;0.08720;0.07655;0.07550;0.07330;0.06727;0.07415;0.07557;0.10299;0.09225;0.07244;0.09575;0.11265;0.07319;0.07566;0.06442;0.07027;0.06853;0.07583;0.07544;0.07869;0.08011;0.07421;0.06671;0.08919;0.07308;0.06682;0.06604;0.07156;0.08277;0.08188;0.07823;0.09982;0.07616;0.07974;0.07213;0.06780;0.11852;0.13447;0.15134;0.07463;0.10526;0.06993;0.07520;0.07806;0.06734
EHI01527;0.06153;0.06462;0.07638;0.06926;0.07841;0.06727;0.08254;0.06906;0.07874;0.06715;0.07568;0.00000;0.07869;0.07529;0.06882;0.07229;0.05592;0.07229;0.05674;0.06529;0.06665;0.07472;0.06915;0.08280;0.06933;0.06942;0.06915;0.09137;0.07768;0.08379;0.06668;0.06504;0.06833;0.05794;0.07759;0.07315;0.07511;0.06516;0.06707;0.07173;0.07108;0.06494;0.12832;0.12584;0.09775;0.11017;0.10304;0.12186;0.10381;0.10768;0.09732;0.09142;0.10036;0.12020;0.10646;0.12887;0.12929;0.10058;0.10767;0.12390;0.12181;0.10803;0.11917;0.12338;0.09285;0.11107;0.11472;0.10295;0.10203;0.11520;0.12163;0.10653;0.09333;0.11093;0.12446;0.12320;0.12984;0.12606;0.11903;0.11207;0.09365;0.11412;0.11235;0.10122;0.11217;0.11139;0.10392;0.13030;0.10309;0.12887;0.12997;0.11767;0.10643;0.11088;0.11269;0.12492;0.10361;0.10276;0.11898;0.12024;0.12259;0.09269
EHI01507;0.04399;0.06027;0.02858;0.07018;0.03836;0.03996;0.03754;0.05569;0.04176;0.05343;0.04461;0.07869;0.00000;0.04291;0.07898;0.04735;0.05193;0.06392;0.07183;0.06305;0.07181;0.09802;0.04934;0.03841;0.06546;0.05241;0.03370;0.03668;0.03822;0.04091;0.08026;0.06351;0.06564;0.03854;0.04446;0.05165;0.04168;0.03411;0.03555;0.04121;0.04201;0.03947;0.07595;0.07374;0.06413;0.12682;0.11430;0.07351;0.07450;0.12421;0.09452;0.08184;0.08537;0.06976;0.11547;0.07309;0.07500;0.09115;0.07726;0.07461;0.06927;0.06603;0.07435;0.07359;0.10495;0.08668;0.07235;0.09798;0.11516;0.07182;0.06876;0.06347;0.07444;0.06667;0.07435;0.07348;0.07627;0.07261;0.07397;0.06674;0.08584;0.07433;0.06737;0.06677;0.07124;0.08300;0.08084;0.07458;0.09997;0.07492;0.07527;0.06850;0.06503;0.12138;0.14009;0.15502;0.07449;0.10962;0.07013;0.06937;0.07054;0.07089
EHI01499;0.04052;0.05594;0.03173;0.07089;0.03897;0.03584;0.03842;0.05068;0.03948;0.04784;0.04132;0.07529;0.04291;0.00000;0.07289;0.04251;0.04732;0.05864;0.06903;0.06008;0.06410;0.09216;0.04631;0.03816;0.05916;0.04980;0.03169;0.03971;0.03658;0.04642;0.07403;0.06176;0.06050;0.03674;0.04223;0.04957;0.04024;0.03079;0.03180;0.04030;0.04327;0.04050;0.07421;0.07415;0.06195;0.12298;0.10734;0.07349;0.07175;0.12041;0.09139;0.07867;0.08169;0.06811;0.11457;0.07601;0.07501;0.08548;0.07441;0.07562;0.07035;0.06621;0.07211;0.07417;0.09907;0.09294;0.07052;0.09432;0.11143;0.07188;0.07423;0.06370;0.06785;0.06792;0.07486;0.07292;0.07828;0.07838;0.07260;0.06493;0.09009;0.07195;0.06665;0.06470;0.07094;0.08151;0.08002;0.07831;0.09844;0.07476;0.07828;0.06930;0.06681;0.11793;0.13280;0.15185;0.07223;0.10426;0.06830;0.07370;0.07653;0.06670
EHI01473;0.05953;0.06161;0.07462;0.06996;0.07636;0.06394;0.07993;0.06515;0.07597;0.06391;0.07372;0.06882;0.07898;0.07289;0.00000;0.06937;0.05281;0.06874;0.05459;0.06466;0.06320;0.07234;0.06739;0.08032;0.06569;0.06770;0.06687;0.08900;0.07338;0.08389;0.06461;0.06459;0.06533;0.05540;0.07604;0.07312;0.07190;0.06212;0.06306;0.06975;0.07054;0.06312;0.12382;0.12216;0.09444;0.10606;0.09927;0.12112;0.10104;0.10625;0.09466;0.08976;0.09662;0.11605;0.10598;0.12771;0.12662;0.09615;0.10573;0.12162;0.11874;0.10447;0.11530;0.11934;0.08915;0.11234;0.11264;0.10030;0.09902;0.11118;0.11943;0.10546;0.08982;0.10996;0.12393;0.12186;0.13176;0.12373;0.11660;0.10912;0.09319;0.10991;0.10996;0.09762;0.11217;0.10727;0.10224;0.13015;0.10280;0.12540;0.13043;0.11796;0.10682;0.10623;0.10884;0.12393;0.09960;0.09935;0.11426;0.11840;0.12270;0.08909
EHI01463;0.04085;0.05471;0.03759;0.06888;0.04283;0.03801;0.04302;0.05022;0.04256;0.04804;0.04460;0.07229;0.04735;0.04251;0.06937;0.00000;0.04526;0.05857;0.06535;0.05893;0.06252;0.08802;0.04685;0.04383;0.05706;0.05051;0.03554;0.04653;0.04061;0.05042;0.07202;0.05962;0.05858;0.03730;0.04602;0.05173;0.04296;0.03358;0.03506;0.04227;0.04520;0.04143;0.08171;0.08037;0.06465;0.12099;0.10672;0.08036;0.07394;0.11687;0.08935;0.07886;0.08054;0.07595;0.11067;0.08326;0.08203;0.08406;0.07742;0.08094;0.07890;0.07058;0.07781;0.07998;0.09689;0.09292;0.07517;0.09242;0.10817;0.07688;0.08067;0.06888;0.06920;0.07319;0.08106;0.08126;0.08495;0.08569;0.07850;0.06984;0.08784;0.07646;0.07100;0.06700;0.07671;0.08343;0.08175;0.08551;0.09655;0.08246;0.08641;0.07677;0.07107;0.11235;0.12876;0.14788;0.07516;0.10264;0.07579;0.08012;0.08338;0.06754
EHI02001;0.03739;0.04400;0.04752;0.05485;0.05019;0.03941;0.05195;0.04586;0.05028;0.04341;0.04820;0.05592;0.05193;0.04732;0.05281;0.04526;0.00000;0.05168;0.04538;0.04752;0.04824;0.06625;0.04485;0.05309;0.04870;0.04628;0.04113;0.06089;0.04761;0.05647;0.05273;0.04776;0.04740;0.03336;0.05084;0.05036;0.04746;0.03668;0.03885;0.04614;0.04602;0.03961;0.09733;0.09498;0.07045;0.09990;0.08893;0.09292;0.07686;0.09813;0.07944;0.07042;0.07667;0.08902;0.09507;0.09922;0.09931;0.07820;0.08190;0.09417;0.09435;0.07990;0.08947;0.09346;0.08118;0.09182;0.08679;0.08225;0.08915;0.08629;0.09271;0.07729;0.06873;0.08321;0.09493;0.09481;0.10265;0.09715;0.09063;0.08204;0.07570;0.08473;0.08290;0.07315;0.08674;0.08433;0.08265;0.10323;0.08640;0.09922;0.10357;0.08936;0.08004;0.09654;0.10786;0.12324;0.07712;0.08653;0.09186;0.09225;0.09383;0.06689
EHI01526;0.05022;0.05964;0.05739;0.06885;0.06044;0.05283;0.06324;0.06024;0.06109;0.05783;0.06083;0.07229;0.06392;0.05864;0.06874;0.05857;0.05168;0.00000;0.06288;0.06317;0.06429;0.08075;0.05935;0.06368;0.06197;0.05890;0.05270;0.06940;0.05922;0.06736;0.07013;0.06194;0.06314;0.04750;0.06220;0.06313;0.05859;0.05027;0.05104;0.05779;0.05841;0.05377;0.10450;0.10224;0.08095;0.11567;0.10254;0.10126;0.08677;0.11147;0.09341;0.08261;0.08895;0.09578;0.10800;0.10740;0.10477;0.09108;0.09289;0.10180;0.10023;0.08836;0.09814;0.10191;0.09393;0.10047;0.09592;0.09618;0.10425;0.09522;0.10019;0.08678;0.07956;0.09177;0.10270;0.10196;0.10947;0.10399;0.09811;0.09071;0.08987;0.09409;0.09236;0.08445;0.09362;0.09671;0.09238;0.10704;0.09922;0.10422;0.11014;0.09627;0.08952;0.10926;0.12375;0.13934;0.08854;0.10132;0.09714;0.09900;0.10333;0.07911
EHI02008;0.05230;0.05505;0.07160;0.05845;0.07273;0.06023;0.07824;0.06127;0.07276;0.05888;0.06979;0.05674;0.07183;0.06903;0.05459;0.06535;0.04538;0.06288;0.00000;0.05637;0.05412;0.05949;0.06259;0.07709;0.05971;0.06090;0.06344;0.08711;0.06894;0.07868;0.05371;0.05570;0.05727;0.04869;0.07312;0.06735;0.06815;0.05837;0.06019;0.06643;0.06425;0.05679;0.12247;0.11615;0.09115;0.09318;0.08777;0.11589;0.10012;0.09236;0.08831;0.08286;0.09166;0.11362;0.09359;0.12413;0.12339;0.09201;0.10294;0.11746;0.11441;0.10179;0.11403;0.11704;0.07959;0.10416;0.10999;0.09479;0.08822;0.10905;0.11386;0.10141;0.08628;0.10673;0.11956;0.11554;0.12759;0.11844;0.11135;0.10391;0.08130;0.10744;0.10812;0.09442;0.10777;0.10469;0.09854;0.12716;0.09307;0.12472;0.12746;0.11024;0.10209;0.09524;0.09406;0.10717;0.09630;0.09069;0.11302;0.11257;0.11575;0.08637
EHI00276;0.04903;0.05569;0.06027;0.06425;0.06227;0.05302;0.06600;0.05788;0.06260;0.05603;0.06163;0.06529;0.06305;0.06008;0.06466;0.05893;0.04752;0.06317;0.05637;0.00000;0.05925;0.07662;0.05706;0.06580;0.06019;0.05824;0.05424;0.07228;0.06116;0.06781;0.06475;0.05853;0.06003;0.04640;0.06337;0.06146;0.06059;0.05131;0.05230;0.05856;0.05780;0.05173;0.10974;0.10875;0.08587;0.10998;0.09865;0.10678;0.09059;0.10844;0.09114;0.08305;0.08904;0.10295;0.10436;0.11108;0.11265;0.09082;0.09650;0.10705;0.10522;0.09379;0.10346;0.10651;0.09162;0.10130;0.10052;0.09470;0.09970;0.10067;0.10553;0.09168;0.08211;0.09626;0.10734;0.10760;0.11388;0.10809;0.10437;0.09502;0.08677;0.09799;0.09609;0.08670;0.09994;0.09942;0.09422;0.11384;0.09807;0.11199;0.11483;0.10154;0.09286;0.10729;0.11802;0.13411;0.08948;0.09986;0.10489;0.10452;0.10697;0.08095
EHI00414;0.05290;0.05845;0.06752;0.06551;0.06825;0.05729;0.07228;0.06092;0.06796;0.05841;0.06697;0.06665;0.07181;0.06410;0.06320;0.06252;0.04824;0.06429;0.05412;0.05925;0.00000;0.07118;0.06157;0.07344;0.06003;0.06144;0.05968;0.08204;0.06753;0.07589;0.06111;0.06032;0.06108;0.05090;0.06850;0.06711;0.06527;0.05506;0.05655;0.06445;0.06441;0.05657;0.11815;0.11455;0.08893;0.10646;0.09730;0.11320;0.09530;0.10300;0.09211;0.08372;0.09117;0.10957;0.10335;0.12122;0.11897;0.09044;0.09899;0.11489;0.11099;0.09781;0.11003;0.11266;0.08715;0.10836;0.10483;0.09513;0.09670;0.10642;0.11469;0.09670;0.08284;0.10214;0.11666;0.11276;0.12139;0.11733;0.10807;0.10015;0.08825;0.10516;0.10123;0.09140;0.10408;0.10249;0.09823;0.12205;0.09834;0.11893;0.12201;0.10970;0.09904;0.10393;0.10840;0.12667;0.09319;0.09705;0.10743;0.10978;0.11424;0.08342
EHI00402;0.07390;0.07479;0.09735;0.07894;0.09522;0.08255;0.10138;0.08156;0.09751;0.07979;0.09327;0.07472;0.09802;0.09216;0.07234;0.08802;0.06625;0.08075;0.05949;0.07662;0.07118;0.00000;0.08345;0.10127;0.07797;0.08293;0.08687;0.11111;0.09486;0.10400;0.06882;0.07487;0.07783;0.07415;0.09512;0.09209;0.09233;0.08147;0.08236;0.08911;0.09000;0.07965;0.14447;0.14435;0.11299;0.10719;0.10417;0.14320;0.12157;0.10693;0.10563;0.10203;0.11338;0.13706;0.11078;0.14695;0.14531;0.10872;0.12561;0.14377;0.14093;0.12511;0.13692;0.14313;0.09229;0.13163;0.13235;0.11252;0.10248;0.13363;0.14274;0.12710;0.10821;0.12831;0.14435;0.14070;0.15386;0.14593;0.13703;0.13054;0.10299;0.13368;0.13053;0.11693;0.12978;0.12757;0.12453;0.15330;0.11400;0.14494;0.15266;0.13848;0.12688;0.11006;0.10654;0.11202;0.11856;0.10448;0.13462;0.13542;0.14120;0.10514
EHI02036;0.04235;0.05413;0.04211;0.06584;0.04600;0.04074;0.04796;0.05141;0.04765;0.04914;0.04838;0.06915;0.04934;0.04631;0.06739;0.04685;0.04485;0.05935;0.06259;0.05706;0.06157;0.08345;0.00000;0.04859;0.05730;0.05062;0.03965;0.05318;0.04527;0.05316;0.06996;0.05826;0.05830;0.03787;0.04963;0.05264;0.04607;0.03685;0.03851;0.04567;0.04707;0.04231;0.08876;0.08662;0.06918;0.11678;0.10195;0.08679;0.07721;0.11384;0.08899;0.07724;0.08167;0.08107;0.10833;0.09020;0.09014;0.08533;0.08079;0.08787;0.08456;0.07545;0.08490;0.08781;0.09405;0.09288;0.08233;0.09111;0.10434;0.08230;0.08566;0.07370;0.07026;0.07899;0.08686;0.08634;0.09221;0.08903;0.08482;0.07665;0.08492;0.08126;0.07651;0.07136;0.08033;0.08582;0.08224;0.09198;0.09440;0.09018;0.09296;0.08185;0.07559;0.11174;0.12429;0.14624;0.07832;0.09917;0.08234;0.08417;0.08668;0.06948
EHI01494;0.04356;0.06203;0.02496;0.07560;0.03423;0.03660;0.03238;0.05441;0.03624;0.05217;0.04063;0.08280;0.03841;0.03816;0.08032;0.04383;0.05309;0.06368;0.07709;0.06580;0.07344;0.10127;0.04859;0.00000;0.06461;0.05213;0.02974;0.02895;0.03253;0.04029;0.08188;0.06704;0.06639;0.03840;0.04122;0.05143;0.03836;0.02995;0.03159;0.03895;0.04189;0.04118;0.06363;0.06435;0.05976;0.13058;0.11552;0.06364;0.07077;0.12908;0.09559;0.08147;0.08442;0.05878;0.11864;0.06380;0.06437;0.08892;0.07184;0.06537;0.06077;0.06054;0.06496;0.06562;0.10683;0.09163;0.06420;0.09941;0.11812;0.06468;0.06299;0.05683;0.07026;0.05983;0.06364;0.06529;0.06499;0.06795;0.06478;0.05717;0.09215;0.06660;0.05715;0.06143;0.06519;0.08180;0.07978;0.06544;0.10368;0.06376;0.06531;0.06051;0.05899;0.12409;0.14121;0.16140;0.07236;0.11120;0.05980;0.06457;0.06599;0.06823
EHI00385;0.04954;0.05799;0.05879;0.06784;0.06163;0.05230;0.06530;0.05851;0.06233;0.05492;0.06071;0.06933;0.06546;0.05916;0.06569;0.05706;0.04870;0.06197;0.05971;0.06019;0.06003;0.07797;0.05730;0.06461;0.00000;0.05864;0.05304;0.07090;0.05986;0.06964;0.06592;0.06099;0.06162;0.04734;0.06346;0.06222;0.05939;0.04924;0.05117;0.05814;0.05927;0.05265;0.10662;0.10502;0.08177;0.11206;0.10015;0.10482;0.08798;0.10980;0.09137;0.08167;0.08794;0.09910;0.10573;0.11004;0.10714;0.08936;0.09248;0.10516;0.10359;0.09167;0.09988;0.10499;0.08901;0.10322;0.09543;0.09397;0.10212;0.09619;0.10383;0.08837;0.07830;0.09432;0.10489;0.10310;0.11310;0.10690;0.09910;0.09147;0.09020;0.09441;0.09198;0.08395;0.09620;0.09718;0.09303;0.11004;0.09804;0.10876;0.11211;0.09860;0.09035;0.10772;0.11939;0.13336;0.08975;0.09848;0.09833;0.10173;0.10616;0.07787
